,Unnamed: 0,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
1397,1398,1398,7,5,5.0,54.79,6.52,61.11,5,"Fraser Forster,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Cédric Soares,Victor Wanyama,Jordy Clasie,Matt Targett,Sadio Mané,Dusan Tadic,Shane Long",0.0,2.0,27.78,11,51,6.11,2.0,0.0,11,46.16,7,0.0,6.0,80.77,4.0,19,2.0,1.0,0.0,40.62,"David de Gea,Matteo Darmian,Daley Blind,Chris Smalling,Jesse Lingard,Marouane Fellaini,Morgan Schneiderlin,Cameron Borthwick-Jackson,Ander Herrera,Anthony Martial,Wayne Rooney",56.83,3.0,5,51,0.0,6.0,58.33,3.0,3412,18,2.0,Mike Jones,3.0,52.18,19,0,Ronald Koeman,40,6.0,0,62.5,0,16,7.0,70.45,Southampton,7,1.0,7.0,1.0,4231,0.0,3.0,4,8,64.17,5,4.0,Man Utd,Louis van Gaal,8,1.0,11.0,6.26,0.0,15,3.0,1,5,2.0,53.84,Old Trafford,10,21,69.44,2016-01-23,25,6.25,18.0,60.71,47.82,7.0,EPL
1398,1399,1399,16,7,11.0,67.09,6.25,43.94,10,"Jack Butland,Glen Johnson,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Glenn Whelan,Ibrahim Afellay,Jonathan Walters,Xherdan Shaqiri,Mame Biram Diouf,Joselu",0.0,0.0,31.25,10,49,6.24,2.0,1.0,8,50.46,9,0.0,7.0,77.27,8.0,27,3.0,2.0,6.0,62.5,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",63.66,3.0,4,49,1.0,1.0,84.72,0.0,442,3,6.0,Mike Dean,3.0,47.58,27,0,Mark Hughes,8,7.0,1,26.19,3,13,16.0,58.93,Stoke,11,0.0,16.0,3.0,4231,0.0,3.0,5,15,66.08,3,4.0,Leicester,Claudio Ranieri,13,5.0,9.0,6.19,0.0,26,3.0,0,4,1.0,49.54,King Power Stadium,15,14,65.27,2016-01-23,36,6.59,25.0,75.83,52.42,3.0,EPL
1399,1400,1400,10,5,6.0,70.32,6.41,82.35,6,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Alex Oxlade-Chamberlain,Theo Walcott,Olivier Giroud",2.0,4.0,66.67,16,35,6.18,3.0,4.0,5,55.57,9,2.0,16.0,61.11,6.0,15,5.0,2.0,0.0,66.67,"Jack Butland,Glen Johnson,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Glenn Whelan,Ibrahim Afellay,Jonathan Walters,Bojan,Marko Arnautovic,Joselu",72.64,5.0,4,35,1.0,7.0,44.44,3.0,4231,9,4.0,Craig Pawson,4.0,44.41,15,0,Arsène Wenger,21,16.0,0,83.33,0,10,8.0,58.82,Arsenal,7,0.0,8.0,1.0,4231,0.0,5.0,5,14,64.83,8,6.0,Stoke,Mark Hughes,10,6.0,6.0,6.11,3.0,25,4.0,0,4,9.0,44.43,Britannia Stadium,19,19,65.2,2016-01-17,19,6.36,12.0,36.36,55.59,8.0,EPL
1400,1401,1401,18,7,23.0,62.16,6.46,51.59,8,"David de Gea,Ashley Young,Daley Blind,Chris Smalling,Matteo Darmian,Marouane Fellaini,Morgan Schneiderlin,Jesse Lingard,Ander Herrera,Anthony Martial,Wayne Rooney",1.0,2.0,66.67,6,34,6.23,1.0,1.0,8,52.56,16,0.0,13.0,73.08,5.0,14,5.0,2.0,0.0,72.62,"Simon Mignolet,Nathaniel Clyne,Mamadou Sakho,Kolo Touré,Alberto Moreno,Lucas Leiva,Emre Can,Jordan Henderson,James Milner,Roberto Firmino,Adam Lallana",67.67,4.0,11,34,1.0,5.0,78.12,2.0,433,15,10.0,Mark Clattenburg,4.0,53.27,14,0,Louis van Gaal,23,13.0,0,50.0,0,17,12.0,69.75,Man Utd,21,0.0,12.0,1.0,4231,0.0,4.0,5,19,68.22,4,4.0,Liverpool,Jürgen Klopp,18,4.0,6.0,6.2,1.0,49,4.0,1,7,3.0,47.44,Anfield,26,14,68.71,2016-01-17,38,6.45,17.0,73.25,46.73,7.0,EPL
1401,1402,1402,2,5,9.0,61.9,6.44,38.46,2,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",2.0,7.0,47.92,13,59,6.17,5.0,2.0,7,45.0,8,4.0,6.0,65.15,3.0,31,4.0,1.0,1.0,43.14,"Mark Bunn,Leandro Bacuna,Jores Okore,Joleon Lescott,Aly Cissokho,Jordan Veretout,Idrissa Gueye,Ashley Westwood,Carles Gil,Libor Kozák,Jordan Ayew",55.71,1.0,3,59,1.0,9.0,50.0,4.0,433,7,0.0,Roger East,5.0,54.13,31,1,Claudio Ranieri,20,6.0,0,50.0,1,14,9.0,69.44,Leicester,8,4.0,9.0,2.0,442,2.0,1.0,5,14,67.97,10,4.0,Aston Villa,Rémi Garde,15,5.0,11.0,6.22,1.0,24,5.0,1,2,1.0,55.0,Villa Park,15,17,67.87,2016-01-16,29,6.47,21.0,76.32,45.87,12.0,EPL
1402,1403,1403,21,1,12.0,72.83,6.54,46.67,14,"Tim Howard,Bryan Oviedo,Phil Jagielka,John Stones,Leighton Baines,Muhamed Besic,Gareth Barry,Aaron Lennon,Ross Barkley,Kevin Mirallas,Romelu Lukaku",2.0,5.0,63.64,12,30,6.25,4.0,2.0,15,51.41,10,1.0,14.0,60.71,6.0,16,4.0,3.0,2.0,61.4,"Thibaut Courtois,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,John Obi Mikel,Nemanja Matic,Willian,Cesc Fàbregas,Pedro,Diego Costa",75.44,9.0,6,30,0.0,8.0,52.94,4.0,4231,11,7.0,Mike Jones,7.0,52.38,16,0,Roberto Martinez,15,14.0,0,61.54,3,17,13.0,61.33,Everton,10,1.0,13.0,1.0,4231,1.0,9.0,4,14,80.27,6,4.0,Chelsea,Guus Hiddink,5,7.0,11.0,6.24,2.0,40,7.0,3,1,3.0,48.59,Stamford Bridge,28,21,82.09,2016-01-16,31,6.43,21.0,64.65,47.62,9.0,EPL
1403,1404,1404,11,6,13.0,71.71,6.14,53.85,6,"Declan Rudd,Russell Martin,Sebastien Bassong,Ryan Bennett,Robbie Brady,Vadis Odjidja-Ofoe,Alexander Tettey,Jonny Howson,Matthew Jarvis,Wes Hoolahan,Dieumerci Mbokani",1.0,4.0,60.42,8,33,6.4,3.0,4.0,9,45.44,11,2.0,8.0,66.67,5.0,12,2.0,0.0,2.0,66.67,"Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Junior Stanislas,Harry Arter,Dan Gosling,Marc Pugh,Benik Afobe",75.15,2.0,7,33,1.0,5.0,85.0,2.0,4141,6,5.0,Robert Madley,7.0,48.46,12,0,Alex Neil,10,8.0,1,33.33,3,19,13.0,65.97,Norwich,14,4.0,13.0,1.0,4411,1.0,2.0,3,15,55.98,4,3.0,Bournemouth,Eddie Howe,13,7.0,12.0,6.07,1.0,27,7.0,0,5,1.0,54.56,Vitality Stadium,14,20,73.2,2016-01-16,34,6.81,20.0,73.91,51.54,10.0,EPL
1404,1405,1405,10,6,11.0,67.3,6.07,64.29,3,"Boaz Myhill,Craig Dawson,Jonas Olsson,Gareth McAuley,Jonny Evans,Claudio Yacob,Stéphane Sessegnon,Craig Gardner,Darren Fletcher,James McClean,Victor Anichebe",1.0,3.0,0.0,10,41,6.44,0.0,3.0,11,44.55,7,0.0,5.0,100.0,1.0,23,2.0,0.0,1.0,53.57,"Fraser Forster,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Cédric Soares,Victor Wanyama,James Ward-Prowse,Matt Targett,Sadio Mané,Steven Davis,Shane Long",69.05,1.0,2,41,2.0,5.0,94.44,3.0,4231,6,7.0,Martin Atkinson,0.0,51.42,23,0,Tony Pulis,15,5.0,2,25.0,3,6,9.0,67.54,West Brom,9,4.0,9.0,4.0,4411,1.0,1.0,5,9,64.33,3,3.0,Southampton,Ronald Koeman,11,5.0,4.0,5.99,2.0,19,0.0,0,4,2.0,55.45,St. Mary's Stadium,8,16,68.96,2016-01-16,25,6.75,16.0,73.53,48.58,10.0,EPL
1405,1406,1406,17,4,18.0,67.26,6.37,53.12,11,"Wayne Hennessey,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Mile Jedinak,Yohan Cabaye,Jason Puncheon,James McArthur,Yannick Bolasie,Connor Wickham",0.0,6.0,50.0,11,43,6.28,3.0,1.0,4,52.06,9,2.0,11.0,57.14,4.0,23,3.0,4.0,1.0,68.42,"Karl Darlow,Vurnon Anita,Chancel Mbemba,Jamaal Lascelles,Paul Dummett,Jack Colback,Cheick Tioté,Andros Townsend,Moussa Sissoko,Georginio Wijnaldum,Papiss Demba Cissé",70.26,3.0,4,43,0.0,4.0,87.5,4.0,4231,7,6.0,Mike Dean,7.0,47.96,23,0,Alan Pardew,21,11.0,0,18.75,1,17,14.0,54.67,Crystal Palace,12,1.0,14.0,2.0,4231,1.0,3.0,6,10,58.06,3,8.0,Newcastle,Rafael Benítez,12,4.0,13.0,6.22,0.0,38,7.0,0,4,0.0,47.94,St. James' Park,20,14,59.23,2016-04-30,32,6.62,20.0,74.14,52.04,9.0,EPL
1406,1407,1407,18,8,10.0,72.79,6.25,38.89,12,"Adrián,James Tomkins,Angelo Ogbonna,James Collins,Aaron Cresswell,Cheikhou Kouyaté,Pedro Obiang,Mark Noble,Michail Antonio,Enner Valencia,Dimitri Payet",1.0,6.0,20.83,9,25,6.68,3.0,2.0,13,53.25,19,1.0,9.0,84.85,3.0,12,5.0,1.0,1.0,32.41,"Robert Elliot,Daryl Janmaat,Fabricio Coloccini,Chancel Mbemba,Paul Dummett,Jack Colback,Jonjo Shelvey,Moussa Sissoko,Georginio Wijnaldum,Ayoze Pérez,Aleksandar Mitrovic",77.67,4.0,3,25,2.0,8.0,82.14,5.0,4231,9,6.0,Neil Swarbrick,4.0,48.21,12,0,Slaven Bilic,14,9.0,2,30.0,2,14,10.0,78.67,West Ham,9,1.0,10.0,5.0,433,1.0,4.0,1,23,76.07,7,3.0,Newcastle,Steve McClaren,4,10.0,11.0,6.0,1.0,32,4.0,1,5,2.0,46.75,St. James' Park,22,18,79.16,2016-01-16,34,6.84,25.0,75.0,51.79,10.0,EPL
1407,1408,1408,17,13,13.0,66.75,6.18,56.25,10,"Wayne Hennessey,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Wilfried Zaha,Yohan Cabaye,James McArthur,Joe Ledley,Jason Puncheon,Connor Wickham",0.0,6.0,78.57,10,32,6.47,3.0,1.0,12,49.81,13,3.0,12.0,66.67,5.0,25,7.0,4.0,4.0,76.92,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Nicolás Otamendi,Aleksandar Kolarov,Kevin De Bruyne,Fernando,Fabian Delph,David Silva,Sergio Agüero,Kelechi Iheanacho",63.89,5.0,9,32,6.0,8.0,73.08,5.0,41212,14,7.0,Jonathan Moss,7.0,50.53,25,0,Alan Pardew,22,12.0,2,50.0,4,18,12.0,69.14,Crystal Palace,20,1.0,12.0,2.0,433,0.0,5.0,5,17,65.94,4,6.0,Man City,Manuel Pellegrini,11,4.0,9.0,6.17,0.0,34,7.0,0,10,0.0,50.19,Etihad Stadium,21,26,63.63,2016-01-16,36,6.86,16.0,68.52,49.47,9.0,EPL
1408,1409,1409,12,13,14.0,54.72,6.25,62.5,4,"Jordan Pickford,Billy Jones,John O'Shea,Wes Brown,Patrick van Aanholt,Yann M'Vila,Lee Cattermole,Adam Johnson,Jeremain Lens,Danny Graham,Jermain Defoe",0.0,3.0,57.14,8,26,6.22,2.0,1.0,5,34.61,18,2.0,6.0,65.0,11.0,16,6.0,2.0,4.0,56.67,"Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Danny Rose,Mousa Dembélé,Eric Dier,Erik Lamela,Dele Alli,Christian Eriksen,Harry Kane",52.61,2.0,4,26,5.0,5.0,86.11,3.0,4231,5,8.0,Mike Dean,4.0,63.67,16,1,Sam Allardyce,10,6.0,1,50.0,4,11,9.0,68.75,Sunderland,12,3.0,9.0,4.0,4231,2.0,2.0,7,26,75.92,6,3.0,Tottenham,Mauricio Pochettino,13,11.0,7.0,6.19,0.0,24,4.0,1,8,1.0,65.39,White Hart Lane,10,11,74.9,2016-01-16,28,6.61,16.0,78.92,36.33,5.0,EPL
1409,1410,1410,8,10,5.0,50.56,6.48,31.82,5,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",0.0,3.0,50.0,13,46,6.27,2.0,5.0,9,39.38,15,1.0,5.0,74.24,16.0,20,11.0,2.0,7.0,33.33,"Hugo Lloris,Kyle Walker,Toby Alderweireld,Jan Vertonghen,Ben Davies,Eric Dier,Tom Carroll,Erik Lamela,Christian Eriksen,Dele Alli,Harry Kane",51.8,2.0,8,46,4.0,7.0,83.33,2.0,4231,6,3.0,Lee Mason,4.0,56.76,20,0,Claudio Ranieri,16,5.0,0,33.33,0,16,5.0,85.26,Leicester,19,2.0,5.0,3.0,442,1.0,2.0,4,21,69.15,5,8.0,Tottenham,Mauricio Pochettino,10,5.0,8.0,6.21,2.0,19,4.0,1,9,2.0,60.62,White Hart Lane,14,15,72.1,2016-01-13,33,6.47,14.0,76.67,43.24,10.0,EPL
1410,1411,1411,10,6,14.0,62.34,6.54,45.83,3,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Olivier Giroud",2.0,7.0,64.29,9,31,6.3,5.0,4.0,10,48.07,15,4.0,6.0,56.25,9.0,13,10.0,3.0,2.0,52.78,"Simon Mignolet,Nathaniel Clyne,Mamadou Sakho,Kolo Touré,Alberto Moreno,Emre Can,James Milner,Jordan Henderson,Jordon Ibe,Roberto Firmino,Adam Lallana",65.45,1.0,3,31,1.0,11.0,94.44,6.0,433,10,7.0,Mike Jones,5.0,57.87,13,2,Arsène Wenger,17,6.0,2,33.33,3,11,11.0,66.0,Arsenal,9,5.0,11.0,4.0,4231,4.0,1.0,3,22,71.67,3,3.0,Liverpool,Jürgen Klopp,7,6.0,8.0,6.2,3.0,27,5.0,3,4,4.0,51.93,Anfield,13,20,69.75,2016-01-13,31,6.51,22.0,78.99,42.13,14.0,EPL
1411,1412,1412,8,6,6.0,70.77,6.46,54.55,4,"Vito Mannone,Billy Jones,John O'Shea,Wes Brown,Patrick van Aanholt,Yann M'Vila,Lee Cattermole,Adam Johnson,Jeremain Lens,Fabio Borini,Jermain Defoe",0.0,3.0,83.33,9,15,6.12,4.0,0.0,9,43.04,9,2.0,6.0,61.54,8.0,8,2.0,2.0,5.0,71.43,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Ashley Williams,Neil Taylor,Leon Britton,Ki Sung-yueng,Modou Barrow,Gylfi Sigurdsson,Wayne Routledge,André Ayew",57.82,3.0,7,15,1.0,6.0,58.33,2.0,4231,5,4.0,Graham Scott,6.0,51.6,8,1,Sam Allardyce,9,6.0,2,75.0,2,14,11.0,68.97,Sunderland,18,2.0,11.0,3.0,4231,0.0,3.0,5,10,66.01,4,6.0,Swansea,Alan Curtis,12,5.0,7.0,6.25,0.0,17,6.0,4,5,2.0,56.96,Liberty Stadium,11,15,69.53,2016-01-13,33,6.23,15.0,60.71,48.4,7.0,EPL
1412,1413,1413,20,5,8.0,70.19,6.47,63.16,16,"Tim Howard,John Stones,Phil Jagielka,Ramiro Funes Mori,Leighton Baines,Muhamed Besic,Gareth Barry,Gerard Deulofeu,Ross Barkley,Leon Osman,Romelu Lukaku",0.0,4.0,66.67,5,15,6.24,2.0,2.0,4,49.06,19,2.0,16.0,41.67,12.0,8,10.0,3.0,3.0,68.42,"Joe Hart,Bacary Sagna,Martín Demichelis,Nicolás Otamendi,Gaël Clichy,Jesús Navas,Fernando,Yaya Touré,Kevin De Bruyne,Sergio Agüero,Raheem Sterling",72.27,12.0,2,15,0.0,6.0,46.88,3.0,442,5,4.0,Roger East,8.0,56.07,8,0,Roberto Martinez,11,16.0,0,70.83,0,13,18.0,48.91,Everton,7,4.0,18.0,2.0,4231,1.0,12.0,5,22,77.03,3,5.0,Man City,Manuel Pellegrini,6,5.0,11.0,6.26,2.0,32,8.0,0,4,3.0,50.94,Etihad Stadium,24,8,74.89,2016-01-13,32,6.5,25.0,53.85,43.93,7.0,EPL
1413,1414,1414,11,7,12.0,55.57,6.42,87.5,5,"Boaz Myhill,Craig Dawson,Jonas Olsson,Gareth McAuley,Jonny Evans,Claudio Yacob,Chris Brunt,Darren Fletcher,James Morrison,James McClean,Salomón Rondón",1.0,8.0,50.0,13,40,6.27,5.0,2.0,7,44.08,10,2.0,7.0,73.33,7.0,19,4.0,2.0,3.0,59.38,"Thibaut Courtois,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,John Obi Mikel,Cesc Fàbregas,Willian,Oscar,Pedro,Diego Costa",55.99,5.0,8,40,2.0,10.0,56.25,7.0,4231,15,6.0,Anthony Taylor,5.0,55.68,19,1,Tony Pulis,28,7.0,1,100.0,2,19,11.0,65.38,West Brom,12,1.0,11.0,1.0,4141,0.0,5.0,3,14,68.63,3,7.0,Chelsea,Guus Hiddink,8,2.0,11.0,6.2,1.0,20,5.0,2,6,1.0,55.92,Stamford Bridge,8,16,68.79,2016-01-13,32,6.43,20.0,67.65,44.32,13.0,EPL
1414,1415,1415,16,8,12.0,63.48,6.23,56.86,10,"Declan Rudd,Russell Martin,Sebastien Bassong,Ryan Bennett,Robbie Brady,Vadis Odjidja-Ofoe,Alexander Tettey,Gary O'Neil,Jonny Howson,Wes Hoolahan,Dieumerci Mbokani",0.0,3.0,60.0,5,26,6.24,2.0,0.0,12,44.32,13,1.0,14.0,66.67,7.0,19,3.0,3.0,2.0,72.22,"Jack Butland,Glen Johnson,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Glenn Whelan,Ibrahim Afellay,Jonathan Walters,Bojan,Marko Arnautovic,Joselu",60.85,5.0,4,26,2.0,4.0,83.33,2.0,4231,5,6.0,Neil Swarbrick,4.0,63.93,19,0,Alex Neil,12,14.0,0,36.11,3,10,8.0,59.38,Norwich,7,1.0,8.0,1.0,4411,1.0,5.0,5,14,81.19,4,3.0,Stoke,Mark Hughes,8,4.0,6.0,6.16,0.0,35,4.0,1,7,2.0,55.68,Britannia Stadium,23,18,76.56,2016-01-13,18,6.55,11.0,66.03,36.07,5.0,EPL
1415,1416,1416,15,8,14.0,63.38,6.2,45.45,5,"Heurelho Gomes,Nyom,Sebastian Prödl,Miguel Britos,José Holebas,Almen Abdi,Etienne Capoue,Ben Watson,Jurado,Odion Ighalo,Troy Deeney",2.0,2.0,50.0,9,35,6.43,1.0,3.0,14,52.11,9,0.0,6.0,57.14,8.0,18,1.0,1.0,3.0,55.56,"Fraser Forster,Cédric Soares,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Steven Davis,Sadio Mané,Matt Targett,Shane Long",64.88,3.0,3,35,1.0,3.0,84.62,2.0,4231,10,10.0,Craig Pawson,4.0,51.41,18,0,Enrique Sánchez Flores,26,6.0,1,62.5,2,11,6.0,58.33,Watford,5,3.0,6.0,4.0,442,2.0,3.0,4,15,71.71,4,1.0,Southampton,Ronald Koeman,11,7.0,8.0,6.06,1.0,28,4.0,0,4,4.0,47.89,St. Mary's Stadium,14,26,68.81,2016-01-13,16,6.75,11.0,80.43,48.59,4.0,EPL
1416,1417,1417,12,5,11.0,51.54,6.19,56.25,4,"Vito Mannone,DeAndre Yedlin,Lamine Koné,Younes Kaboul,Patrick van Aanholt,Jan Kirchhoff,Fabio Borini,Yann M'Vila,Lee Cattermole,Wahbi Khazri,Jermain Defoe",2.0,8.0,71.43,13,51,6.35,5.0,4.0,8,39.93,7,3.0,5.0,50.0,2.0,30,2.0,3.0,2.0,59.38,"Jakob Haugaard,Phil Bardsley,Geoff Cameron,Ryan Shawcross,Erik Pieters,Giannelli Imbula,Glenn Whelan,Xherdan Shaqiri,Charlie Adam,Marko Arnautovic,Peter Crouch",49.84,2.0,3,51,2.0,11.0,81.82,7.0,4231,3,8.0,Craig Pawson,8.0,53.9,30,0,Sam Allardyce,9,5.0,0,50.0,1,13,13.0,60.87,Sunderland,8,1.0,13.0,1.0,4141,1.0,2.0,7,11,61.72,4,8.0,Stoke,Mark Hughes,13,3.0,10.0,6.14,1.0,20,8.0,1,4,1.0,60.07,Britannia Stadium,9,19,64.23,2016-04-30,28,6.68,20.0,75.0,46.1,14.0,EPL
1417,1418,1418,13,9,20.0,61.56,6.3,60.0,4,"Wayne Hennessey,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,James McArthur,Joe Ledley,Wilfried Zaha,Yohan Cabaye,Jason Puncheon,Bakary Sako",0.0,4.0,100.0,15,41,6.17,1.0,1.0,6,43.7,8,0.0,7.0,68.75,9.0,15,7.0,0.0,4.0,83.33,"Mark Bunn,Leandro Bacuna,Jores Okore,Joleon Lescott,Aly Cissokho,Jordan Veretout,Idrissa Gueye,Ashley Westwood,Carles Gil,Libor Kozák,Jordan Ayew",62.42,2.0,6,41,6.0,5.0,85.0,3.0,433,17,9.0,Mark Clattenburg,3.0,51.38,15,0,Alan Pardew,27,7.0,0,50.0,1,9,10.0,56.25,Crystal Palace,8,5.0,10.0,1.0,4231,3.0,2.0,4,13,67.71,5,0.0,Aston Villa,Rémi Garde,9,3.0,3.0,6.2,0.0,32,3.0,0,5,2.0,56.3,Villa Park,12,19,74.07,2016-01-12,20,6.44,12.0,76.92,48.62,9.0,EPL
1418,1419,1419,16,5,11.0,66.79,6.31,73.81,11,"Adrián,James Tomkins,Angelo Ogbonna,James Collins,Aaron Cresswell,Pedro Obiang,Mark Noble,Enner Valencia,Dimitri Payet,Michail Antonio,Andy Carroll",0.0,4.0,46.43,8,31,6.38,5.0,1.0,11,47.63,11,2.0,18.0,63.54,4.0,15,4.0,2.0,1.0,57.41,"Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Matt Ritchie,Harry Arter,Dan Gosling,Junior Stanislas,Benik Afobe",64.05,6.0,5,31,2.0,6.0,65.38,2.0,4141,7,5.0,Martin Atkinson,8.0,50.13,15,0,Slaven Bilic,14,18.0,1,55.56,1,23,18.0,50.56,West Ham,7,4.0,18.0,2.0,4231,4.0,6.0,2,11,62.34,3,7.0,Bournemouth,Eddie Howe,5,4.0,18.0,6.05,0.0,36,8.0,3,6,0.0,52.37,Vitality Stadium,25,22,67.36,2016-01-12,39,6.49,32.0,50.6,49.87,10.0,EPL
1419,1420,1420,15,3,15.0,73.37,6.6,44.44,11,"David de Gea,Ashley Young,Daley Blind,Chris Smalling,Matteo Darmian,Marouane Fellaini,Morgan Schneiderlin,Anthony Martial,Ander Herrera,Jesse Lingard,Wayne Rooney",2.0,7.0,25.0,10,16,6.0,4.0,3.0,10,45.96,11,2.0,10.0,88.89,5.0,2,4.0,2.0,1.0,46.67,"Robert Elliot,Daryl Janmaat,Fabricio Coloccini,Chancel Mbemba,Paul Dummett,Jack Colback,Cheick Tioté,Moussa Sissoko,Georginio Wijnaldum,Ayoze Pérez,Aleksandar Mitrovic",76.98,6.0,6,16,0.0,10.0,58.33,6.0,4231,8,4.0,Mike Dean,1.0,51.69,2,2,Louis van Gaal,13,10.0,1,55.56,3,10,7.0,75.93,Man Utd,14,1.0,7.0,2.0,4231,0.0,6.0,7,14,74.74,5,3.0,Newcastle,Steve McClaren,12,6.0,4.0,6.39,1.0,37,1.0,3,3,3.0,54.04,St. James' Park,22,23,78.97,2016-01-12,29,6.26,15.0,72.99,48.31,12.0,EPL
1420,1421,1421,11,3,17.0,77.94,6.42,60.0,6,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Toby Alderweireld,Ben Davies,Tom Carroll,Eric Dier,Christian Eriksen,Dele Alli,Erik Lamela,Harry Kane",8.0,13.0,55.56,8,21,6.35,4.0,11.0,11,66.02,7,2.0,6.0,66.67,4.0,8,5.0,4.0,0.0,76.32,"Tim Howard,Seamus Coleman,John Stones,Ramiro Funes Mori,Leighton Baines,Gareth Barry,Tom Cleverley,Ross Barkley,Aaron Lennon,Romelu Lukaku,Arouna Koné",76.68,3.0,6,21,1.0,18.0,72.73,12.0,433,10,5.0,Michael Oliver,5.0,41.53,8,1,Mauricio Pochettino,19,6.0,1,50.0,1,15,16.0,51.92,Tottenham,13,1.0,16.0,1.0,4231,1.0,3.0,2,12,66.68,5,4.0,Everton,Roberto Martinez,11,3.0,9.0,6.15,2.0,27,5.0,1,3,3.0,33.98,Goodison Park,10,23,71.0,2016-01-03,34,6.57,21.0,78.0,58.47,19.0,EPL
