,Unnamed: 0,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
0,1,1,18,10,14.0,73.69,6.38,47.22,12,"Joel Robles,Paul Scharner,Antolin Alcaraz,Emmerson Boyce,James McArthur,James McCarthy,Jordi Gómez,Roger Espinoza,Callum McManaman,Arouna Koné,Shaun Maloney",3.0,5.0,25.0,12,22,6.39,2.0,4.0,12,51.26,14,1.0,10.0,87.5,7.0,16,4.0,0.0,4.0,38.89,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Lukas Podolski",72.18,7.0,5,22,4.0,9.0,60.71,3.0,4231,20,6.0,Mike Dean,1.0,47.65,16,1,Roberto Martinez,34,10.0,1,59.09,4,10,5.0,75.0,Wigan,6,5.0,5.0,1.0,343,1.0,7.0,7,21,66.73,5,4.0,Arsenal,Arsène Wenger,11,10.0,5.0,6.21,1.0,34,1.0,1,7,2.0,48.74,Emirates Stadium,20,21,69.45,2013-05-14,18,6.73,12.0,75.0,52.35,11.0,EPL
1,2,2,13,3,11.0,75.78,6.39,27.27,5,"Petr Cech,César Azpilicueta,Branislav Ivanovic,Gary Cahill,Ashley Cole,John Obi Mikel,Oriol Romeu,Victor Moses,Oscar,Eden Hazard,Fernando Torres",1.0,4.0,50.0,12,15,6.24,5.0,4.0,9,51.19,7,2.0,3.0,75.0,8.0,9,4.0,3.0,4.0,31.82,"Gerhard Tremmel,Angel Rangel,Garry Monk,Ashley Williams,Ben Davies,Leon Britton,Ki Sung-yueng,Pablo Hernández,Jonathan de Guzmán,Wayne Routledge,Michu",83.18,2.0,4,15,1.0,6.0,86.36,1.0,4231,5,8.0,Kevin Friend,2.0,53.71,9,0,Roberto Di Matteo,11,3.0,0,40.0,1,9,4.0,86.96,Chelsea,13,2.0,4.0,0.0,4231,0.0,2.0,4,10,80.95,7,6.0,Swansea,Michael Laudrup,10,2.0,5.0,6.18,1.0,22,2.0,1,3,3.0,48.81,Liberty Stadium,11,14,78.64,2012-11-03,26,6.37,13.0,88.89,46.29,11.0,EPL
2,3,3,10,5,16.0,74.86,6.73,66.67,4,"Anders Lindegaard,Antonio Valencia,Phil Jones,Jonny Evans,Alexander Buttner,Anderson,Michael Carrick,Tom Cleverley,Chicharito,Shinji Kagawa,Robin van Persie",3.0,8.0,50.0,12,19,5.8,6.0,5.0,3,65.24,16,3.0,6.0,77.78,3.0,9,6.0,2.0,0.0,45.0,"Ben Foster,Billy Jones,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Claudio Yacob,Youssouf Mulumbu,Graham Dorrans,James Morrison,Chris Brunt,Shane Long",84.24,3.0,5,19,2.0,11.0,68.75,6.0,4231,5,6.0,Michael Oliver,2.0,39.82,9,3,Alex Ferguson,15,6.0,1,75.0,5,9,5.0,73.53,Man Utd,9,2.0,5.0,1.0,4231,2.0,3.0,3,19,69.7,5,5.0,West Brom,Steve Clarke,8,6.0,4.0,6.53,2.0,25,2.0,5,5,4.0,34.76,The Hawthorns,9,5,75.31,2013-05-19,20,6.04,11.0,75.0,60.18,15.0,EPL
3,4,4,8,5,6.0,78.43,6.41,27.78,4,"Michel Vorm,Angel Rangel,Garry Monk,Ashley Williams,Ben Davies,Jonathan de Guzmán,Ki Sung-yueng,Pablo Hernández,Michu,Wayne Routledge,Luke Moore",2.0,7.0,58.33,11,36,6.15,2.0,3.0,10,52.49,10,1.0,5.0,61.11,3.0,17,3.0,1.0,1.0,63.33,"Ben Foster,Billy Jones,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Claudio Yacob,Youssouf Mulumbu,Graham Dorrans,James Morrison,Chris Brunt,Romelu Lukaku",79.78,0.0,3,36,1.0,8.0,100.0,4.0,4231,12,4.0,Lee Mason,3.0,45.98,17,1,Michael Laudrup,24,5.0,1,0.0,2,9,8.0,63.54,Swansea,9,4.0,8.0,2.0,4231,1.0,0.0,4,14,64.96,5,3.0,West Brom,Steve Clarke,10,5.0,6.0,6.26,1.0,24,3.0,1,5,1.0,47.51,The Hawthorns,18,23,67.21,2013-03-09,23,6.43,14.0,79.55,54.02,11.0,EPL
4,5,5,13,6,9.0,61.07,6.51,40.0,9,"Asmir Begovic,Geoff Cameron,Marc Wilson,Ryan Shawcross,Andy Wilkinson,Ryan Shotton,Steven N'Zonzi,Jonathan Walters,Glenn Whelan,Cameron Jerome,Peter Crouch",1.0,4.0,81.25,10,48,6.21,4.0,2.0,2,43.07,13,2.0,6.0,60.0,14.0,24,4.0,2.0,7.0,66.18,"Robert Elliot,Mathieu Debuchy,Mapou Yanga-Mbiwa,Steven Taylor,Davide Santon,Yohan Cabaye,Cheick Tioté,Yoan Gouffran,Moussa Sissoko,Jonás Gutiérrez,Papiss Demba Cissé",61.31,4.0,8,48,0.0,5.0,66.67,3.0,4231,11,4.0,Andre Marriner,8.0,53.2,24,0,Tony Pulis,19,6.0,0,44.44,2,18,16.0,61.61,Stoke,13,3.0,16.0,1.0,451,3.0,4.0,8,16,77.44,5,4.0,Newcastle,Alan Pardew,14,4.0,10.0,6.28,1.0,25,8.0,1,5,1.0,56.93,St James' Park,16,7,78.95,2013-03-10,37,6.45,24.0,71.93,46.8,8.0,EPL
5,6,6,19,7,18.0,67.97,6.49,65.79,11,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Michael Dawson,Benoit Assou-Ekotto,Mousa Dembélé,Scott Parker,Jake Livermore,Gylfi Sigurdsson,Gareth Bale,Jermain Defoe",2.0,8.0,37.5,9,27,6.34,7.0,3.0,9,54.89,9,3.0,15.0,87.5,1.0,8,2.0,2.0,0.0,26.92,"Brad Jones,Glen Johnson,Daniel Agger,Jamie Carragher,José Enrique,Stewart Downing,Lucas Leiva,Steven Gerrard,Philippe Coutinho,Luis Suárez,Daniel Sturridge",73.55,8.0,6,27,1.0,12.0,55.95,6.0,4411,10,8.0,Michael Oliver,2.0,46.4,8,1,Andre Villas-Boas,21,15.0,1,77.78,3,11,4.0,90.0,Tottenham,23,0.0,4.0,2.0,4411,0.0,8.0,3,12,65.53,4,4.0,Liverpool,Brendan Rodgers,9,4.0,5.0,6.15,4.0,42,2.0,2,7,6.0,45.11,Anfield,24,18,68.15,2013-03-10,37,6.52,14.0,64.44,53.6,16.0,EPL
6,7,7,7,8,14.0,76.71,6.49,43.33,2,"Hugo Lloris,Kyle Walker,Michael Dawson,Steven Caulker,Jan Vertonghen,Mousa Dembélé,Scott Parker,Aaron Lennon,Gareth Bale,Lewis Holtby,Emmanuel Adebayor",3.0,11.0,43.75,12,34,6.26,13.0,5.0,7,58.62,12,4.0,9.0,68.18,6.0,19,5.0,6.0,4.0,39.29,"Jussi Jääskeläinen,Guy Demel,Winston Reid,James Collins,Joey O'Brien,Mohamed Diamé,Kevin Nolan,Gary O'Neil,Joe Cole,Andy Carroll,Matthew Jarvis",76.08,0.0,4,34,3.0,19.0,100.0,9.0,433,4,5.0,Howard Webb,4.0,43.19,19,1,Andre Villas-Boas,11,9.0,1,0.0,2,13,6.0,72.5,Tottenham,8,2.0,6.0,3.0,4231,2.0,0.0,4,14,58.58,5,12.0,West Ham,Sam Allardyce,8,6.0,9.0,6.24,2.0,34,4.0,3,7,2.0,41.38,Upton Park,20,13,62.89,2013-02-25,23,6.59,15.0,77.59,56.81,27.0,EPL
7,8,8,13,13,11.0,68.19,6.29,46.15,6,"Ben Foster,Steven Reid,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Claudio Yacob,Youssouf Mulumbu,Marc-Antoine Fortuné,James Morrison,Graham Dorrans,Shane Long",0.0,2.0,62.5,12,19,6.35,3.0,0.0,10,42.71,18,1.0,6.0,72.22,9.0,8,9.0,1.0,6.0,50.0,"Petr Cech,César Azpilicueta,David Luiz,Branislav Ivanovic,Ashley Cole,Ramires,Frank Lampard,Oscar,Juan Mata,Eden Hazard,Demba Ba",62.63,2.0,5,19,4.0,3.0,81.82,1.0,4231,8,7.0,Kevin Friend,3.0,48.02,8,0,Steve Clarke,11,6.0,1,33.33,1,10,7.0,72.5,West Brom,11,1.0,7.0,6.0,4231,1.0,2.0,7,24,73.49,8,7.0,Chelsea,Rafael Benitez,17,9.0,5.0,6.14,1.0,24,3.0,0,9,2.0,57.29,Stamford Bridge,13,19,78.72,2013-03-02,25,6.66,14.0,73.81,51.98,7.0,EPL
8,9,9,8,7,14.0,55.9,6.36,60.0,2,"Stuart Taylor,Stephen Kelly,Alex Pearce,Adrian Mariappa,Ian Harte,Jimmy Kébé,Hope Akpan,Mikele Leigertwood,Jobi McAnuff,Noel Hunt,Adam Le Fondre",2.0,7.0,66.67,8,51,6.28,5.0,2.0,7,41.34,19,1.0,4.0,80.0,9.0,24,2.0,3.0,5.0,38.89,"Ján Mucha,Seamus Coleman,Sylvain Distin,Phil Jagielka,Leighton Baines,Kevin Mirallas,Darron Gibson,Leon Osman,Steven Pienaar,Marouane Fellaini,Nikica Jelavic",46.98,1.0,7,51,0.0,6.0,87.5,1.0,4411,9,6.0,Anthony Taylor,2.0,55.47,24,0,Brian McDermott,20,4.0,1,50.0,3,10,4.0,83.33,Reading,14,4.0,4.0,5.0,442,2.0,1.0,5,21,66.89,7,10.0,Everton,David Moyes,8,12.0,3.0,6.22,1.0,20,2.0,1,7,1.0,58.66,Goodison Park,6,18,70.16,2013-03-02,23,6.79,10.0,81.25,44.53,14.0,EPL
9,10,10,6,10,8.0,57.1,6.28,50.0,2,"Mark Bunn,Russell Martin,Sebastien Bassong,Michael Turner,Javier Garrido,Robert Snodgrass,Wes Hoolahan,Jonny Howson,Bradley Johnson,Anthony Pilkington,Grant Holt",0.0,0.0,31.82,5,21,6.16,0.0,1.0,4,33.72,17,0.0,3.0,78.85,7.0,8,8.0,0.0,6.0,44.74,"David de Gea,Chris Smalling,Nemanja Vidic,Jonny Evans,Patrice Evra,Anderson,Michael Carrick,Antonio Valencia,Wayne Rooney,Shinji Kagawa,Robin van Persie",56.81,1.0,6,21,5.0,1.0,90.0,0.0,4231,11,4.0,Neil Swarbrick,4.0,62.17,8,0,Chris Hughton,19,3.0,1,50.0,4,18,10.0,69.0,Norwich,10,2.0,10.0,3.0,451,2.0,1.0,8,19,83.5,1,3.0,Man Utd,Alex Ferguson,14,7.0,12.0,6.22,1.0,14,4.0,0,8,3.0,66.28,Old Trafford,6,14,84.74,2013-03-02,31,6.52,21.0,80.77,37.83,1.0,EPL
10,11,11,15,9,15.0,52.86,6.51,57.69,6,"Julio César,José Bosingwa,Christopher Samba,Clint Hill,Armand Traore,Stéphane Mbia,Esteban Granero,Park Ji-Sung,Loïc Remy,Jay Bothroyd,Junior Hoilett",0.0,2.0,42.86,7,40,6.09,3.0,2.0,9,32.74,15,2.0,9.0,77.78,6.0,18,6.0,1.0,2.0,61.54,"Artur Boruc,Nathaniel Clyne,Maya Yoshida,Jose Fonte,Daniel Fox,Morgan Schneiderlin,Jack Cork,Jason Puncheon,Gastón Ramírez,Adam Lallana,Rickie Lambert",58.58,3.0,6,40,3.0,5.0,79.17,1.0,4231,8,9.0,Howard Webb,4.0,63.63,18,1,Harry Redknapp,15,9.0,1,50.0,1,15,9.0,61.67,QPR,8,1.0,9.0,2.0,433,1.0,3.0,10,21,71.49,4,3.0,Southampton,Mauricio Pochettino,16,7.0,9.0,6.37,1.0,31,4.0,2,6,3.0,67.26,The Friends Provident St Mary's Stadium,16,33,78.02,2013-03-02,23,6.39,15.0,70.67,36.37,7.0,EPL
11,12,12,10,3,18.0,64.3,6.54,50.0,4,"Jussi Jääskeläinen,Guy Demel,Winston Reid,James Collins,Joey O'Brien,Mohamed Diamé,Matthew Taylor,Gary O'Neil,Joe Cole,Andy Carroll,Matthew Jarvis",3.0,6.0,50.0,12,47,6.18,3.0,5.0,5,52.22,6,1.0,7.0,80.0,4.0,24,1.0,1.0,3.0,28.57,"Asmir Begovic,Ryan Shotton,Marc Wilson,Ryan Shawcross,Andy Wilkinson,Jonathan Walters,Steven N'Zonzi,Glenn Whelan,Michael Kightly,Cameron Jerome,Peter Crouch",64.93,2.0,3,47,0.0,10.0,75.0,4.0,442,5,6.0,Jonathan Moss,2.0,53.35,24,1,Sam Allardyce,10,7.0,0,50.0,0,7,3.0,90.48,West Ham,15,3.0,3.0,1.0,433,1.0,2.0,5,9,58.54,6,2.0,Stoke,Tony Pulis,12,2.0,4.0,6.18,2.0,32,2.0,1,2,2.0,47.78,Britannia Stadium,14,6,52.5,2013-03-02,24,6.21,9.0,76.79,46.65,12.0,EPL
12,13,13,10,7,13.0,67.14,6.56,42.86,6,"Mark Schwarzer,Sascha Riether,Brede Hangeland,Philippe Senderos,John Arne Riise,Ashkan Dejagah,Giorgos Karagounis,Steve Sidwell,Damien Duff,Bryan Ruiz,Dimitar Berbatov",0.0,5.0,53.57,9,36,6.02,5.0,2.0,0,46.74,11,3.0,7.0,62.5,7.0,17,5.0,2.0,5.0,26.39,"Simon Mignolet,Craig Gardner,John O'Shea,Titus Bramble,Jack Colback,Stéphane Sessegnon,Alfred N'Diaye,Sebastian Larsson,Adam Johnson,Danny Graham,Steven Fletcher",74.01,4.0,3,36,0.0,7.0,62.5,2.0,442,7,4.0,Mark Halsey,7.0,53.21,17,2,Martin Jol,17,7.0,1,60.0,2,14,8.0,79.35,Fulham,5,1.0,8.0,3.0,4411,1.0,4.0,7,18,74.74,7,3.0,Sunderland,Martin O'Neill,14,5.0,11.0,6.34,1.0,28,7.0,2,3,3.0,53.26,Stadium of Light,15,3,72.39,2013-03-02,27,6.26,22.0,73.91,46.79,10.0,EPL
13,14,14,10,11,14.0,67.66,6.23,25.0,3,"Alex McCarthy,Chris Gunter,Kaspars Gorkss,Sean Morrison,Stephen Kelly,Jem Karacan,Danny Guthrie,Hal Robson-Kanu,Jobi McAnuff,Garath McCleary,Pavel Pogrebnyak",0.0,5.0,37.5,13,22,6.42,6.0,2.0,7,50.43,19,2.0,1.0,85.0,6.0,11,2.0,2.0,3.0,37.5,"Jussi Jääskeläinen,Guy Demel,Winston Reid,James Collins,Joey O'Brien,Mohamed Diamé,Mark Noble,Ricardo Vaz Te,Kevin Nolan,Joe Cole,Andy Carroll",63.7,1.0,7,22,1.0,14.0,90.0,4.0,4231,4,7.0,Mike Dean,2.0,48.46,11,0,Nigel Adkins,15,1.0,2,33.33,4,12,2.0,90.0,Reading,12,0.0,2.0,4.0,4231,0.0,1.0,5,21,66.46,8,4.0,West Ham,Sam Allardyce,10,10.0,5.0,6.05,3.0,18,2.0,2,10,5.0,49.57,Boleyn Ground,4,14,70.22,2013-05-19,17,6.65,5.0,94.12,51.54,17.0,EPL
14,15,15,13,4,18.0,68.32,6.38,55.0,5,"Robert Elliot,Mathieu Debuchy,Mapou Yanga-Mbiwa,Steven Taylor,Davide Santon,Yohan Cabaye,Cheick Tioté,Jonás Gutiérrez,Moussa Sissoko,Yoan Gouffran,Papiss Demba Cissé",2.0,4.0,63.89,9,34,6.3,5.0,4.0,4,36.97,9,2.0,8.0,57.41,7.0,14,2.0,3.0,1.0,63.73,"Michel Vorm,Angel Rangel,Garry Monk,Ashley Williams,Ben Davies,Jonathan de Guzmán,Leon Britton,Nathan Dyer,Wayne Routledge,Pablo Hernández,Michu",70.72,3.0,4,34,0.0,12.0,77.27,3.0,4231,12,8.0,Craig Pawson,6.0,58.17,14,0,Alan Pardew,21,8.0,0,62.5,1,14,13.0,50.79,Newcastle,6,1.0,13.0,2.0,4231,0.0,3.0,9,12,75.7,6,7.0,Swansea,Michael Laudrup,17,6.0,10.0,6.21,1.0,31,6.0,0,4,1.0,63.03,Liberty Stadium,13,13,80.79,2013-03-02,27,6.56,21.0,79.35,41.83,17.0,EPL
15,16,16,10,7,13.0,69.53,7.02,45.83,7,"José Reina,Glen Johnson,Daniel Agger,Jamie Carragher,José Enrique,Lucas Leiva,Steven Gerrard,Joe Allen,Stewart Downing,Luis Suárez,Philippe Coutinho",1.0,5.0,42.86,12,11,5.95,6.0,1.0,15,46.6,9,4.0,7.0,75.0,4.0,5,3.0,2.0,2.0,38.24,"Ali Al Habsi,Paul Scharner,Maynor Figueroa,Gary Caldwell,Emmerson Boyce,James McCarthy,James McArthur,Jean Beausejour,Shaun Maloney,Franco Di Santo,Arouna Koné",73.3,3.0,6,11,1.0,7.0,72.22,4.0,343,11,3.0,Martin Atkinson,3.0,53.06,5,3,Brendan Rodgers,16,7.0,0,41.67,0,13,7.0,76.79,Liverpool,14,4.0,7.0,3.0,433,4.0,3.0,10,14,76.1,4,3.0,Wigan,Roberto Martinez,15,6.0,7.0,6.61,0.0,27,3.0,4,6,0.0,53.4,DW Stadium,14,29,71.24,2013-03-02,32,5.97,18.0,78.0,46.94,8.0,EPL
16,17,17,21,3,11.0,74.08,6.38,53.33,14,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",2.0,3.0,60.0,21,42,6.38,2.0,5.0,13,56.74,7,1.0,12.0,61.54,4.0,15,2.0,4.0,1.0,46.15,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Michael Dawson,Benoit Assou-Ekotto,Aaron Lennon,Mousa Dembélé,Scott Parker,Gylfi Sigurdsson,Gareth Bale,Emmanuel Adebayor",76.16,6.0,5,42,1.0,8.0,76.67,3.0,4411,12,7.0,Mark Clattenburg,6.0,41.55,15,0,Arsène Wenger,19,12.0,2,40.0,2,15,6.0,70.59,Arsenal,7,2.0,6.0,2.0,4231,1.0,6.0,6,11,60.23,7,6.0,Tottenham,André Villas-Boas,13,4.0,10.0,6.23,3.0,33,6.0,1,2,5.0,43.26,White Hart Lane,22,17,67.53,2013-03-03,20,6.69,13.0,67.39,58.45,11.0,EPL
17,18,18,10,9,12.0,55.47,6.23,85.71,2,"Asmir Begovic,Ryan Shotton,Robert Huth,Ryan Shawcross,Marc Wilson,Jonathan Walters,Steven N'Zonzi,Glenn Whelan,Geoff Cameron,Matthew Etherington,Peter Crouch",1.0,4.0,58.33,7,46,6.25,3.0,2.0,9,39.99,15,1.0,7.0,56.25,9.0,20,5.0,0.0,6.0,52.78,"Mark Schwarzer,Sascha Riether,Brede Hangeland,Philippe Senderos,John Arne Riise,Ashkan Dejagah,Giorgos Karagounis,Steve Sidwell,Damien Duff,Bryan Ruiz,Dimitar Berbatov",55.96,2.0,2,46,2.0,6.0,88.89,3.0,4411,2,8.0,Lee Probert,4.0,58.0,20,0,Tony Pulis,3,7.0,1,100.0,1,9,10.0,66.0,Stoke,12,2.0,10.0,2.0,451,0.0,2.0,4,20,77.63,3,4.0,Fulham,Martin Jol,10,4.0,7.0,6.13,0.0,20,4.0,0,7,1.0,60.01,Craven Cottage,8,20,77.15,2013-02-23,31,6.63,19.0,68.42,42.0,10.0,EPL
18,19,19,17,4,13.0,76.47,6.71,25.0,8,"Ali Al Habsi,Paul Scharner,Maynor Figueroa,Gary Caldwell,Emmerson Boyce,James McCarthy,James McArthur,Jean Beausejour,Shaun Maloney,Arouna Koné,Franco Di Santo",3.0,9.0,100.0,9,40,6.2,7.0,4.0,8,62.24,5,3.0,4.0,57.14,2.0,23,1.0,5.0,2.0,80.0,"Adam Federici,Stephen Kelly,Adrian Mariappa,Sean Morrison,Ian Harte,Mikele Leigertwood,Jimmy Kébé,Hope Akpan,Jem Karacan,Jobi McAnuff,Pavel Pogrebnyak",72.66,3.0,5,40,0.0,15.0,85.71,8.0,4141,7,9.0,Phil Dowd,3.0,38.22,23,2,Roberto Martinez,14,4.0,0,28.57,0,8,4.0,71.43,Wigan,10,0.0,4.0,0.0,343,0.0,3.0,6,7,53.46,6,9.0,Reading,Brian McDermott,12,0.0,3.0,6.21,1.0,27,3.0,3,3,1.0,37.76,Madejski Stadium,14,15,56.62,2013-02-23,15,6.06,5.0,88.1,61.78,17.0,EPL
19,20,20,11,5,13.0,71.31,6.59,56.25,3,"Tim Howard,Seamus Coleman,Sylvain Distin,Phil Jagielka,Leighton Baines,Steven Naismith,Darron Gibson,Leon Osman,Steven Pienaar,Marouane Fellaini,Nikica Jelavic",1.0,7.0,25.0,17,42,6.14,3.0,2.0,11,58.16,9,2.0,5.0,91.67,7.0,19,4.0,3.0,3.0,55.0,"Mark Bunn,Russell Martin,Sebastien Bassong,Michael Turner,Javier Garrido,Robert Snodgrass,Jonny Howson,Bradley Johnson,Wes Hoolahan,Luciano Becchio,Grant Holt",72.14,3.0,9,42,3.0,13.0,77.78,6.0,442,3,8.0,Lee Mason,1.0,46.09,19,1,David Moyes,12,5.0,0,100.0,2,13,6.0,77.27,Everton,14,2.0,6.0,2.0,4411,2.0,3.0,6,10,66.85,4,5.0,Norwich,Chris Hughton,10,5.0,4.0,6.3,2.0,22,1.0,1,4,2.0,41.84,Carrow Road,9,19,69.36,2013-02-23,25,6.29,11.0,80.56,53.91,15.0,EPL
20,21,21,14,8,14.0,67.45,6.58,38.46,6,"David de Gea,Rafael,Nemanja Vidic,Rio Ferdinand,Patrice Evra,Nani,Michael Carrick,Ryan Giggs,Ashley Young,Chicharito,Robin van Persie",0.0,5.0,56.25,11,36,6.15,6.0,4.0,13,47.52,9,3.0,5.0,60.0,2.0,13,5.0,3.0,1.0,50.0,"Julio César,José Bosingwa,Christopher Samba,Clint Hill,Armand Traore,Andros Townsend,Stéphane Mbia,Esteban Granero,Adel Taarabt,Jamie Mackie,Bobby Zamora",66.79,2.0,3,36,2.0,12.0,86.36,4.0,4411,11,8.0,Anthony Taylor,5.0,48.6,13,1,Alex Ferguson,21,5.0,0,33.33,0,12,9.0,73.21,Man Utd,13,2.0,9.0,1.0,442,2.0,2.0,3,14,59.1,5,4.0,QPR,Harry Redknapp,6,3.0,9.0,6.28,0.0,28,5.0,2,4,1.0,52.48,Loftus Road,14,26,60.83,2013-02-23,32,6.34,19.0,79.55,51.4,14.0,EPL
21,22,22,12,8,12.0,67.83,6.19,42.86,4,"Simon Mignolet,Craig Gardner,John O'Shea,Titus Bramble,Jack Colback,Stéphane Sessegnon,Alfred N'Diaye,Sebastian Larsson,Adam Johnson,Danny Graham,Steven Fletcher",2.0,5.0,26.67,14,34,6.27,5.0,3.0,5,44.96,13,1.0,7.0,77.78,5.0,19,4.0,2.0,0.0,29.17,"Ben Foster,Steven Reid,Jonas Olsson,Gareth McAuley,Liam Ridgewell,James Morrison,Claudio Yacob,Youssouf Mulumbu,Chris Brunt,Romelu Lukaku,Shane Long",60.42,0.0,2,34,2.0,8.0,100.0,3.0,442,8,8.0,Roger East,2.0,55.17,19,0,Martin O'Neill,20,7.0,1,0.0,2,9,4.0,80.56,Sunderland,5,3.0,4.0,1.0,442,3.0,0.0,6,19,69.52,5,5.0,West Brom,Steve Clarke,10,6.0,7.0,6.06,0.0,29,2.0,1,5,0.0,55.04,The Hawthorns,17,9,74.4,2013-02-23,16,6.6,11.0,75.0,44.83,13.0,EPL
22,23,23,14,8,10.0,72.31,6.39,48.96,8,"Petr Cech,Branislav Ivanovic,David Luiz,Gary Cahill,Ashley Cole,John Obi Mikel,Frank Lampard,Ramires,Juan Mata,Eden Hazard,Demba Ba",1.0,2.0,22.22,20,25,6.2,2.0,4.0,8,53.02,14,0.0,10.0,84.62,6.0,14,4.0,2.0,5.0,34.38,"Joe Hart,Pablo Zabaleta,Matija Nastasic,Kolo Touré,Gaël Clichy,Javi García,Jack Rodwell,James Milner,Yaya Touré,David Silva,Sergio Agüero",67.62,4.0,6,25,3.0,6.0,81.67,1.0,4231,4,6.0,Andre Marriner,2.0,45.36,14,0,Rafael Benitez,14,10.0,0,41.67,2,15,7.0,72.5,Chelsea,6,1.0,7.0,4.0,4231,1.0,4.0,1,15,71.19,13,6.0,Man City,Roberto Mancini,5,6.0,9.0,6.29,1.0,30,2.0,0,8,2.0,46.98,Etihad Stadium,20,14,77.28,2013-02-24,24,6.56,18.0,68.84,54.64,9.0,EPL
23,24,24,12,5,22.0,66.41,6.51,72.73,5,"Brad Guzan,Matthew Lowton,Ron Vlaar,Nathan Baker,Joe Bennett,Yacouba Sylla,Fabian Delph,Ashley Westwood,Andreas Weimann,Darren Bent,Gabriel Agbonlahor",3.0,6.0,50.0,11,18,6.25,3.0,3.0,12,47.73,11,2.0,10.0,83.33,4.0,10,6.0,2.0,2.0,40.0,"Ali Al Habsi,Emmerson Boyce,Paul Scharner,Roman Golobart,Roger Espinoza,Ben Watson,Jordi Gómez,James McCarthy,James McArthur,Shaun Maloney,Arouna Koné",65.42,4.0,4,18,1.0,7.0,66.67,5.0,4141,14,7.0,Neil Swarbrick,1.0,53.66,10,1,Paul Lambert,28,10.0,2,80.0,2,7,4.0,78.12,Aston Villa,8,4.0,4.0,2.0,433,2.0,4.0,4,17,72.85,5,2.0,Wigan,Roberto Martinez,13,4.0,3.0,6.34,1.0,35,1.0,2,2,2.0,52.27,DW Stadium,13,22,72.78,2013-05-19,19,6.5,11.0,76.67,46.34,8.0,EPL
