,Unnamed: 0,Unnamed: 0.1,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT
0,0,1,1,18,10,14.0,73.69,6.38,47.22,12,"Joel Robles,Paul Scharner,Antolin Alcaraz,Emmerson Boyce,James McArthur,James McCarthy,Jordi Gómez,Roger Espinoza,Callum McManaman,Arouna Koné,Shaun Maloney",3.0,5.0,25.0,12,22,6.39,2.0,4.0,12,51.26,14,1.0,10.0,87.5,7.0,16,4.0,0.0,4.0,38.89,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Lukas Podolski",72.18,7.0,5,22,4.0,9.0,60.71,3.0,4231,20,6.0,Mike Dean,1.0,47.65,16,1,Roberto Martinez,34,10.0,1,59.09,4,10,5.0,75.0,Wigan,6,5.0,5.0,1.0,343,1.0,7.0,7,21,66.73,5,4.0,Arsenal,Arsène Wenger,11,10.0,5.0,6.21,1.0,34,1.0,1,7,2.0,48.74,Emirates Stadium,20,21,69.45,2013-05-14,18,6.73,12.0,75.0,52.35,11.0
16,16,17,17,21,3,11.0,74.08,6.38,53.33,14,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",2.0,3.0,60.0,21,42,6.38,2.0,5.0,13,56.74,7,1.0,12.0,61.54,4.0,15,2.0,4.0,1.0,46.15,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Michael Dawson,Benoit Assou-Ekotto,Aaron Lennon,Mousa Dembélé,Scott Parker,Gylfi Sigurdsson,Gareth Bale,Emmanuel Adebayor",76.16,6.0,5,42,1.0,8.0,76.67,3.0,4411,12,7.0,Mark Clattenburg,6.0,41.55,15,0,Arsène Wenger,19,12.0,2,40.0,2,15,6.0,70.59,Arsenal,7,2.0,6.0,2.0,4231,1.0,6.0,6,11,60.23,7,6.0,Tottenham,André Villas-Boas,13,4.0,10.0,6.23,3.0,33,6.0,1,2,5.0,43.26,White Hart Lane,22,17,67.53,2013-03-03,20,6.69,13.0,67.39,58.45,11.0
25,25,26,26,14,12,15.0,63.66,6.38,68.18,6,"Brad Guzan,Matthew Lowton,Ciaran Clark,Nathan Baker,Joe Bennett,Ashley Westwood,Fabian Delph,Andreas Weimann,Charles N'Zogbia,Gabriel Agbonlahor,Christian Benteke",1.0,3.0,50.0,7,27,6.49,3.0,2.0,11,37.37,23,2.0,9.0,62.5,12.0,10,8.0,0.0,1.0,64.29,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Nacho Monreal,Abou Diaby,Mikel Arteta,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",72.12,4.0,3,27,4.0,8.0,69.7,3.0,4231,14,8.0,Martin Atkinson,5.0,64.33,10,0,Paul Lambert,25,9.0,1,66.67,2,13,14.0,53.7,Aston Villa,8,3.0,14.0,3.0,4231,2.0,4.0,5,26,83.17,6,3.0,Arsenal,Arsene Wenger,10,7.0,10.0,6.11,3.0,28,5.0,1,9,3.0,62.63,Emirates Stadium,13,21,83.15,2013-02-23,31,6.77,23.0,70.29,35.67,8.0
35,35,36,36,19,3,6.0,72.36,6.78,70.0,17,"Wojciech Szczesny,Carl Jenkinson,Bacary Sagna,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",1.0,10.0,65.0,6,41,6.28,8.0,2.0,17,62.57,10,7.0,17.0,59.52,11.0,17,2.0,1.0,1.0,58.33,"Simon Mignolet,Craig Gardner,John O'Shea,Titus Bramble,Danny Rose,Lee Cattermole,Stéphane Sessegnon,Alfred N'Diaye,Jack Colback,Adam Johnson,Steven Fletcher",78.68,12.0,7,41,0.0,16.0,35.71,8.0,4141,9,2.0,Anthony Taylor,8.0,47.17,17,1,Arsène Wenger,14,17.0,0,75.0,0,19,12.0,63.89,Arsenal,11,1.0,12.0,1.0,4231,0.0,12.0,8,15,69.5,2,2.0,Sunderland,Martin O'Neill,13,6.0,12.0,6.42,3.0,31,8.0,1,3,5.0,37.43,Stadium of Light,25,21,70.7,2013-02-09,31,6.41,20.0,46.15,52.83,19.0
45,45,46,46,3,14,7.0,58.76,6.5,50.0,2,"Asmir Begovic,Ryan Shotton,Robert Huth,Ryan Shawcross,Andy Wilkinson,Steven N'Zonzi,Glenn Whelan,Geoff Cameron,Jonathan Walters,Peter Crouch,Matthew Etherington",1.0,5.0,77.27,3,62,6.3,1.0,2.0,7,38.97,15,1.0,3.0,43.33,11.0,34,10.0,1.0,8.0,75.0,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Abou Diaby,Mikel Arteta,Theo Walcott,Jack Wilshere,Alex Oxlade-Chamberlain,Olivier Giroud",62.69,1.0,4,62,7.0,7.0,75.0,5.0,4231,11,1.0,Chris Foy,11.0,63.31,34,0,Tony Pulis,17,3.0,0,50.0,1,18,15.0,50.0,Stoke,8,2.0,15.0,3.0,433,0.0,1.0,4,23,82.09,1,1.0,Arsenal,Arsene Wenger,13,5.0,14.0,6.29,2.0,13,11.0,0,11,2.0,61.03,Emirates Stadium,6,16,83.03,2013-02-02,27,6.58,19.0,81.82,36.69,7.0
55,55,56,56,11,7,12.0,68.16,6.73,33.33,5,"José Reina,Andre Wisdom,Daniel Agger,Jamie Carragher,Glen Johnson,Lucas Leiva,Jordan Henderson,Steven Gerrard,Stewart Downing,Daniel Sturridge,Luis Suárez",0.0,6.0,39.39,9,31,6.05,5.0,3.0,8,43.66,15,3.0,7.0,71.11,8.0,17,5.0,2.0,6.0,27.08,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Jack Wilshere,Aaron Ramsey,Theo Walcott,Santiago Cazorla,Lukas Podolski,Olivier Giroud",67.93,0.0,4,31,3.0,10.0,100.0,5.0,4231,10,6.0,Kevin Friend,6.0,60.21,17,1,Brendan Rodgers,22,7.0,0,0.0,2,19,6.0,84.52,Liverpool,13,3.0,6.0,3.0,433,2.0,0.0,3,19,80.46,5,6.0,Arsenal,Arsene Wenger,11,6.0,15.0,6.49,1.0,30,6.0,2,4,1.0,56.34,Emirates Stadium,18,13,75.2,2013-01-30,34,6.34,21.0,81.33,39.79,13.0
61,61,62,62,9,6,11.0,63.02,6.22,58.33,3,"Jussi Jääskeläinen,Guy Demel,Winston Reid,James Tomkins,Joey O'Brien,Kevin Nolan,Mark Noble,Jack Collison,Matthew Taylor,Ricardo Vaz Te,Carlton Cole",2.0,7.0,55.56,9,24,6.25,4.0,3.0,6,36.09,18,2.0,8.0,54.55,13.0,14,10.0,5.0,2.0,53.57,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Jack Wilshere,Aaron Ramsey,Theo Walcott,Santiago Cazorla,Lukas Podolski,Olivier Giroud",57.59,1.0,3,24,2.0,6.0,88.89,4.0,4231,15,6.0,Andre Marriner,5.0,60.74,14,1,Sam Allardyce,22,8.0,1,33.33,5,12,8.0,62.5,West Ham,7,5.0,8.0,2.0,4231,2.0,1.0,5,24,76.77,5,5.0,Arsenal,Arsène Wenger,11,10.0,9.0,6.24,1.0,24,5.0,1,6,2.0,63.91,Emirates Stadium,13,17,72.58,2013-01-23,22,6.86,15.0,68.18,39.26,10.0
71,71,72,72,23,9,23.0,71.61,6.35,55.56,13,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Abou Diaby,Francis Coquelin,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",0.0,2.0,45.0,10,39,6.67,6.0,2.0,6,40.27,10,1.0,16.0,65.38,3.0,16,2.0,4.0,2.0,40.83,"Petr Cech,César Azpilicueta,Branislav Ivanovic,Gary Cahill,Ashley Cole,Ramires,Frank Lampard,Oscar,Juan Mata,Eden Hazard,Fernando Torres",67.42,5.0,4,39,0.0,8.0,76.67,2.0,4231,13,10.0,Martin Atkinson,6.0,50.16,16,0,Arsene Wenger,22,16.0,2,45.0,2,18,12.0,72.44,Arsenal,9,5.0,12.0,4.0,4231,3.0,5.0,6,14,67.67,2,9.0,Chelsea,Rafael Benitez,11,7.0,14.0,5.98,3.0,54,6.0,1,7,5.0,59.73,Stamford Bridge,31,15,83.24,2013-01-20,36,6.88,27.0,67.92,49.84,12.0
83,83,84,84,4,3,9.0,74.4,6.72,50.0,3,"Joe Hart,Pablo Zabaleta,Vincent Kompany,Matija Nastasic,Gaël Clichy,James Milner,Javi García,Gareth Barry,David Silva,Carlos Tévez,Edin Dzeko",3.0,14.0,35.71,12,45,6.04,6.0,5.0,14,58.54,7,6.0,6.0,72.22,2.0,17,2.0,5.0,1.0,37.5,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Laurent Koscielny,Kieran Gibbs,Abou Diaby,Jack Wilshere,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Theo Walcott",73.88,1.0,2,45,0.0,13.0,83.33,10.0,4231,5,1.0,Mike Dean,4.0,45.72,17,2,Roberto Mancini,13,6.0,0,25.0,0,12,6.0,77.78,Man City,7,2.0,6.0,1.0,4411,1.0,1.0,5,9,62.54,4,7.0,Arsenal,Arsene Wenger,19,3.0,10.0,6.4,1.0,19,4.0,2,2,3.0,41.46,Emirates Stadium,11,32,60.14,2013-01-13,22,6.18,15.0,73.33,54.28,18.0
91,91,92,92,16,2,12.0,69.05,6.37,50.0,11,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Laurent Koscielny,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Theo Walcott",2.0,2.0,40.0,9,30,6.23,1.0,3.0,8,60.7,7,0.0,13.0,78.12,3.0,10,2.0,3.0,1.0,52.38,"Artur Boruc,Jack Cork,Maya Yoshida,Jose Fonte,Luke Shaw,Morgan Schneiderlin,Steven Davis,Jason Puncheon,Gastón Ramírez,Guly do Prado,Rickie Lambert",73.81,6.0,9,30,1.0,4.0,64.29,1.0,4231,8,5.0,Lee Probert,5.0,44.81,10,1,Arsene Wenger,18,13.0,1,54.55,1,21,12.0,70.97,Arsenal,16,3.0,12.0,1.0,4231,3.0,6.0,3,9,64.24,3,3.0,Southampton,Nigel Adkins,7,5.0,12.0,6.18,2.0,37,5.0,1,1,4.0,39.3,The Friends Provident St Mary's Stadium,25,18,63.47,2013-01-01,39,6.36,23.0,67.74,55.19,6.0
97,97,98,98,14,3,16.0,81.19,6.38,42.86,8,"Tim Krul,Danny Simpson,Fabricio Coloccini,James Perch,Davide Santon,Papiss Demba Cissé,Gael Bigirimana,Sylvain Marveaux,Cheick Tioté,Gabriel Obertan,Demba Ba",2.0,7.0,47.22,9,19,6.37,7.0,2.0,4,56.07,14,4.0,6.0,62.22,5.0,12,2.0,4.0,2.0,48.33,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Laurent Koscielny,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Theo Walcott",82.83,5.0,3,19,0.0,8.0,64.29,5.0,4231,8,6.0,Chris Foy,8.0,45.2,12,1,Alan Pardew,18,6.0,1,62.5,7,18,14.0,61.81,Newcastle,7,1.0,14.0,2.0,451,1.0,5.0,3,16,71.24,7,6.0,Arsenal,Arsène Wenger,11,10.0,15.0,6.15,2.0,30,8.0,3,3,2.0,43.93,Emirates Stadium,14,9,68.33,2012-12-29,32,6.7,25.0,80.36,54.8,11.0
122,122,123,123,12,6,8.0,81.15,6.94,80.77,6,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Theo Walcott",4.0,14.0,66.67,7,29,6.04,13.0,6.0,5,65.56,7,7.0,14.0,71.43,3.0,17,4.0,5.0,3.0,92.31,"Adam Federici,Shaun Cummings,Adrian Mariappa,Kaspars Gorkss,Nicky Shorey,Jimmy Kébé,Jay Tabb,Mikele Leigertwood,Jobi McAnuff,Noel Hunt,Pavel Pogrebnyak",79.92,4.0,4,29,4.0,22.0,66.67,11.0,442,5,6.0,Anthony Taylor,2.0,35.89,17,3,Arsene Wenger,12,14.0,0,80.0,2,7,13.0,55.77,Arsenal,15,3.0,13.0,0.0,4231,2.0,4.0,1,9,60.35,2,7.0,Reading,Brian McDermott,4,3.0,3.0,6.52,4.0,26,2.0,5,5,5.0,34.44,Madejski Stadium,18,12,60.72,2012-12-17,29,6.19,14.0,50.0,64.11,26.0
125,125,126,126,24,3,15.0,71.47,6.46,50.0,14,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Theo Walcott",3.0,6.0,57.14,17,18,6.23,4.0,5.0,7,49.92,11,2.0,9.0,69.23,4.0,7,2.0,3.0,0.0,53.57,"Ali Al Habsi,Maynor Figueroa,James McCarthy,Emmerson Boyce,Ronnie Stam,David Jones,James McArthur,Jean Beausejour,Arouna Koné,Franco Di Santo,Shaun Maloney",75.39,5.0,6,18,0.0,6.0,82.5,4.0,442,6,10.0,Jonathan Moss,6.0,50.38,7,0,Arsene Wenger,16,9.0,0,37.5,0,16,10.0,66.67,Arsenal,8,1.0,10.0,1.0,4231,0.0,5.0,5,14,80.99,6,4.0,Wigan,Roberto Martinez,9,3.0,10.0,6.25,2.0,34,6.0,1,2,5.0,50.08,DW Stadium,19,17,80.06,2012-12-22,26,6.39,18.0,75.86,49.62,11.0
141,141,142,142,12,10,19.0,63.56,6.18,54.55,5,"Boaz Myhill,Steven Reid,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Youssouf Mulumbu,James Morrison,Zoltán Gera,Peter Odemwingie,Chris Brunt,Shane Long",1.0,3.0,41.67,13,36,6.28,1.0,2.0,3,41.48,13,0.0,6.0,70.0,7.0,16,7.0,0.0,5.0,52.17,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Alex Oxlade-Chamberlain,Santiago Cazorla,Gervinho,Olivier Giroud",57.35,3.0,5,36,3.0,6.0,77.27,2.0,4231,6,7.0,Michael Jones,5.0,56.04,16,0,Steve Clarke,12,6.0,1,60.0,2,18,12.0,62.07,West Brom,9,5.0,12.0,2.0,4231,2.0,3.0,5,19,71.84,6,4.0,Arsenal,Arsene Wenger,12,3.0,13.0,6.12,3.0,30,5.0,0,7,6.0,58.52,Emirates Stadium,11,13,74.69,2012-12-08,33,6.59,24.0,78.85,43.96,8.0
155,155,156,156,7,4,9.0,77.34,6.47,60.0,3,"Gerhard Tremmel,Angel Rangel,Chico Flores,Ashley Williams,Ben Davies,Leon Britton,Ki Sung-yueng,Nathan Dyer,Michu,Jonathan de Guzmán,Itay Shechter",3.0,6.0,55.0,12,17,6.25,7.0,5.0,10,52.88,8,2.0,6.0,64.1,8.0,8,3.0,2.0,2.0,46.67,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Theo Walcott,Santiago Cazorla,Lukas Podolski,Gervinho",78.3,1.0,7,17,1.0,11.0,83.33,3.0,4231,7,4.0,Mark Clattenburg,8.0,52.38,8,0,Michael Laudrup,13,6.0,0,50.0,0,20,10.0,71.97,Swansea,12,6.0,10.0,1.0,4231,4.0,1.0,4,10,80.41,7,5.0,Arsenal,Arsene Wenger,10,5.0,13.0,6.22,0.0,20,8.0,2,4,0.0,47.12,Emirates Stadium,11,13,82.84,2012-12-01,31,6.43,19.0,69.44,47.62,14.0
166,166,167,167,22,7,18.0,69.88,6.59,54.55,12,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Thomas Vermaelen,Mikel Arteta,Jack Wilshere,Theo Walcott,Santiago Cazorla,Aaron Ramsey,Olivier Giroud",0.0,3.0,50.0,15,32,6.19,3.0,5.0,13,55.2,9,2.0,14.0,83.33,6.0,12,2.0,2.0,3.0,33.33,"Tim Howard,Tony Hibbert,Sylvain Distin,Phil Jagielka,Leighton Baines,Steven Naismith,Darron Gibson,Leon Osman,Steven Pienaar,Marouane Fellaini,Nikica Jelavic",68.81,7.0,7,32,2.0,10.0,67.65,2.0,4411,9,10.0,Michael Oliver,3.0,46.26,12,1,Arsene Wenger,24,14.0,1,60.0,1,12,5.0,84.72,Arsenal,15,0.0,5.0,4.0,4231,0.0,7.0,5,14,66.99,10,6.0,Everton,David Moyes,9,9.0,5.0,6.36,3.0,44,3.0,1,5,6.0,44.8,Goodison Park,26,20,63.03,2012-11-28,28,6.46,13.0,67.65,53.74,11.0
177,177,178,178,12,3,10.0,77.52,6.42,60.0,6,"Wojciech Szczesny,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Olivier Giroud",1.0,5.0,25.0,8,31,6.14,1.0,4.0,8,59.77,8,1.0,6.0,85.71,7.0,17,4.0,1.0,2.0,20.0,"Brad Guzan,Matthew Lowton,Ciaran Clark,Ron Vlaar,Enda Stevens,Karim El Ahmadi,Ashley Westwood,Andreas Weimann,Barry Bannan,Gabriel Agbonlahor,Christian Benteke",76.22,3.0,7,31,1.0,11.0,72.73,5.0,4231,10,6.0,Lee Mason,1.0,38.16,17,0,Arsene Wenger,17,6.0,0,60.0,0,11,2.0,87.5,Arsenal,11,3.0,2.0,1.0,4231,2.0,3.0,4,9,60.96,4,6.0,Aston Villa,Paul Lambert,10,4.0,4.0,6.22,2.0,21,1.0,0,3,3.0,40.23,Villa Park,11,12,60.59,2012-11-24,21,6.28,10.0,70.0,61.84,12.0
182,182,183,183,12,7,10.0,63.64,6.24,57.41,8,"Hugo Lloris,Kyle Walker,Jan Vertonghen,William Gallas,Kyle Naughton,Aaron Lennon,Sandro,Tom Huddlestone,Gareth Bale,Emmanuel Adebayor,Jermain Defoe",1.0,4.0,87.5,13,25,6.19,3.0,2.0,7,33.76,10,2.0,7.0,61.11,6.0,16,3.0,1.0,2.0,54.44,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Thomas Vermaelen,Mikel Arteta,Jack Wilshere,Theo Walcott,Santiago Cazorla,Lukas Podolski,Olivier Giroud",63.44,5.0,5,25,1.0,5.0,66.67,2.0,4231,7,4.0,Howard Webb,4.0,61.21,16,1,Andre Villas-Boas,17,7.0,3,63.33,5,10,10.0,64.49,Tottenham,10,2.0,10.0,5.0,442,2.0,5.0,9,13,79.31,7,6.0,Arsenal,Arsene Wenger,13,7.0,5.0,6.24,1.0,22,4.0,2,6,4.0,66.24,Emirates Stadium,12,14,80.64,2012-11-17,28,6.69,18.0,73.96,38.79,7.0
195,195,196,196,8,4,16.0,71.17,6.37,36.36,3,"Mark Schwarzer,Sascha Riether,Brede Hangeland,Aaron Hughes,John Arne Riise,Ashkan Dejagah,Steve Sidwell,Chris Baird,Kieran Richardson,Bryan Ruiz,Dimitar Berbatov",1.0,4.0,41.67,11,31,6.37,5.0,2.0,7,44.06,12,2.0,4.0,64.29,8.0,17,2.0,2.0,1.0,67.86,"Vito Mannone,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Thomas Vermaelen,Francis Coquelin,Mikel Arteta,Theo Walcott,Santiago Cazorla,Lukas Podolski,Olivier Giroud",75.9,1.0,1,31,0.0,8.0,92.86,3.0,4231,12,5.0,Phil Dowd,3.0,56.75,17,2,Martin Jol,18,4.0,2,33.33,3,8,10.0,57.14,Fulham,9,5.0,10.0,2.0,4411,2.0,1.0,8,14,79.89,6,6.0,Arsenal,Arsene Wenger,12,6.0,7.0,6.06,1.0,27,3.0,3,4,1.0,55.94,Emirates Stadium,11,12,80.41,2012-11-10,24,6.52,15.0,86.96,43.25,11.0
213,213,214,214,9,5,19.0,80.7,6.04,25.0,1,"Vito Mannone,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,André Santos,Mikel Arteta,Jack Wilshere,Aaron Ramsey,Santiago Cazorla,Lukas Podolski,Olivier Giroud",0.0,1.0,60.0,15,24,6.39,2.0,2.0,8,54.98,11,0.0,2.0,62.5,6.0,11,2.0,1.0,2.0,54.17,"David de Gea,Rafael,Rio Ferdinand,Jonny Evans,Patrice Evra,Tom Cleverley,Michael Carrick,Antonio Valencia,Wayne Rooney,Ashley Young,Robin van Persie",85.16,0.0,4,24,0.0,5.0,100.0,0.0,4231,6,8.0,Mike Dean,3.0,46.41,11,0,Arsene Wenger,12,2.0,1,0.0,2,9,7.0,56.67,Arsenal,4,1.0,7.0,4.0,4231,1.0,0.0,8,13,76.04,7,1.0,Man Utd,Alex Ferguson,15,6.0,5.0,5.97,2.0,24,3.0,1,3,5.0,45.02,Old Trafford,5,19,79.15,2012-11-03,17,6.62,13.0,96.83,53.59,7.0
225,225,226,226,18,7,8.0,62.16,6.4,55.07,13,"Julio César,José Bosingwa,Stéphane Mbia,Ryan Nelsen,Armand Traore,Shaun Wright-Phillips,Samba Diakité,Esteban Granero,Adel Taarabt,Junior Hoilett,Bobby Zamora",1.0,2.0,45.45,16,27,6.31,2.0,2.0,8,37.81,14,0.0,17.0,68.75,5.0,14,4.0,1.0,0.0,46.67,"Vito Mannone,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,André Santos,Mikel Arteta,Jack Wilshere,Aaron Ramsey,Santiago Cazorla,Lukas Podolski,Olivier Giroud",66.87,7.0,5,27,1.0,4.0,60.0,2.0,4231,8,5.0,Anthony Taylor,7.0,62.46,14,0,Mark Hughes,15,17.0,0,54.55,1,19,13.0,65.38,QPR,7,7.0,13.0,4.0,4411,3.0,7.0,5,22,79.0,7,2.0,Arsenal,Arsene Wenger,9,9.0,14.0,6.24,0.0,38,7.0,0,5,1.0,62.19,Emirates Stadium,30,18,82.07,2012-10-27,34,6.57,27.0,56.55,37.54,6.0
233,233,234,234,13,4,14.0,79.15,6.17,35.29,9,"Vito Mannone,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,André Santos,Mikel Arteta,Aaron Ramsey,Gervinho,Santiago Cazorla,Lukas Podolski,Olivier Giroud",1.0,4.0,33.33,13,27,6.34,5.0,3.0,7,69.24,4,2.0,7.0,75.0,2.0,13,0.0,6.0,1.0,45.45,"John Ruddy,Russell Martin,Sebastien Bassong,Michael Turner,Javier Garrido,Elliott Bennett,Alexander Tettey,Bradley Johnson,Anthony Pilkington,Wes Hoolahan,Grant Holt",80.05,3.0,1,27,0.0,14.0,76.92,4.0,4411,3,4.0,Lee Probert,1.0,31.72,13,0,Arsene Wenger,13,7.0,1,33.33,1,4,5.0,71.88,Arsenal,8,4.0,5.0,2.0,4231,4.0,3.0,5,7,51.74,6,10.0,Norwich,Chris Hughton,10,3.0,3.0,6.02,2.0,33,1.0,0,3,4.0,30.76,Carrow Road,19,15,47.12,2012-10-20,19,6.55,11.0,80.0,68.28,14.0
242,242,243,243,16,7,10.0,71.31,6.76,38.1,12,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Lukas Podolski",1.0,3.0,66.67,8,31,6.08,7.0,5.0,12,58.24,9,2.0,9.0,70.0,3.0,16,3.0,3.0,1.0,70.83,"Robert Green,Tal Ben Haim,Nedum Onuoha,Clint Hill,Armand Traore,Andros Townsend,Stéphane Mbia,Jermaine Jenas,Park Ji-Sung,Loïc Remy,Bobby Zamora",77.31,6.0,6,31,2.0,8.0,66.67,3.0,442,10,4.0,Jonathan Moss,4.0,43.51,16,1,Arsène Wenger,24,9.0,0,45.45,0,12,9.0,70.0,Arsenal,18,5.0,9.0,1.0,4231,2.0,6.0,5,13,67.74,3,7.0,QPR,Harry Redknapp,9,4.0,6.0,6.5,3.0,32,4.0,1,4,5.0,41.76,Loftus Road Stadium,22,19,73.63,2013-05-04,31,6.33,13.0,73.46,56.49,12.0
243,243,244,244,14,2,9.0,77.48,6.5,53.85,8,"Vito Mannone,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Gervinho,Santiago Cazorla,Lukas Podolski,Olivier Giroud",3.0,8.0,50.0,12,43,6.34,7.0,8.0,9,66.24,9,2.0,8.0,70.0,4.0,23,1.0,8.0,1.0,53.12,"Jussi Jääskeläinen,Guy Demel,Winston Reid,James Collins,George McCartney,Mohamed Diamé,Mark Noble,Ricardo Vaz Te,Kevin Nolan,Matthew Jarvis,Andy Carroll",77.78,5.0,7,43,0.0,19.0,69.23,7.0,4231,6,6.0,Phil Dowd,5.0,36.81,23,1,Arsene Wenger,9,8.0,1,57.14,1,17,9.0,69.23,Arsenal,13,1.0,9.0,2.0,4231,1.0,5.0,5,9,67.19,5,16.0,West Ham,Sam Allardyce,8,3.0,10.0,6.21,0.0,23,5.0,3,2,1.0,33.76,Upton Park,14,16,70.9,2012-10-06,30,6.49,17.0,68.18,63.19,21.0
